122502 1225 0 0 0
122601 1226 0 0 0
122602 1226 0 0 0
122701 1227 1 0 1
122702 1227 1 0 1
122703 1227 0 0 0
122704 1227 0 1 1
122801 1228 -3 -3 -3
122802 1228 -3 -3 -3
122803 1228 -3 0 -3
123001 1230 0 1 0
123002 1230 0 0 0
123101 1231 1 1 1
123102 1231 1 1 1
123301 1233 1 1 1
123302 1233 0 1 1
123401 1234 1 1 1
123402 1234 0 1 0
123601 1236 0 -3 1
123602 1236 1 -3 1
123603 1236 1 0 1
123801 1238 0 0 0
123802 1238 0 0 0
123803 1238 0 0 0
123804 1238 0 0 0
123805 1238 0 0 0
124101 1241 2 2 2
124102 1241 2 2 2
124103 1241 0 0 0
124104 1241 0 0 0
124201 1242 0 1 1
124401 1244 0 0 0
124402 1244 0 0 0
124403 1244 0 1 1
124601 1246 1 1 1
124602 1246 1 1 2
125001 1250 0 0 0
125002 1250 1 1 1
125003 1250 1 1 1
125101 1251 0 0 1
125301 1253 0 0 1
125401 1254 0 0 1
125402 1254 0 0 0
125403 1254 0 -3 0
125404 1254 0 -3 0
125501 1255 1 1 1
125801 1258 1 0 0
125802 1258 0 0 1
125803 1258 2 0 1
125804 1258 0 1 0
125901 1259 0 0 0
126101 1261 1 1 1
126301 1263 0 0 0
126901 1269 0 1 1
126902 1269 0 1 -3
126903 1269 0 0 0
127001 1270 1 1 -3
127002 1270 0 -3 -3
127101 1271 8 8 8
127701 1277 1 1 1
127901 1279 1 1 0
127902 1279 1 1 1
127903 1279 1 1 1
128601 1286 1 1 1
128602 1286 -3 1 -3
129001 1290 0 0 1
129002 1290 1 1 0
129301 1293 0 0 0
129302 1293 1 1 1
129303 1293 1 1 1
129501 1295 0 0 0
129502 1295 0 0 0
129503 1295 0 0 -3
129504 1295 0 0 0
129601 1296 1 1 1
129602 1296 1 1 1
129701 1297 0 0 0
129702 1297 0 0 0
129703 1297 0 0 0
129801 1298 1 1 7
129802 1298 8 8 8
130201 1302 0 2 2
130401 1304 2 0 1
130402 1304 0 0 1
130403 1304 0 1 1
130501 1305 1 1 1
130502 1305 1 -3 1
130601 1306 0 0 0
130602 1306 0 0 1
130603 1306 0 1 1
130604 1306 1 1 1
130801 1308 0 0 0
130802 1308 0 0 0
130803 1308 0 0 0
131001 1310 0 -3 1
131002 1310 0 0 0
131003 1310 0 0 0
131201 1312 1 1 0
131301 1313 0 1 1
131302 1313 0 0 1
132201 1322 0 0 0
132301 1323 1 -3 1
132302 1323 1 -3 1
132401 1324 0 0 0
132402 1324 0 0 0
132403 1324 0 0 0
